Age (bin),Age-Groups,Customer ID,Customer Profile,Purchase Class,Purchase Frequency (bin),Spending Score (bin),Age,Annual Income,Annual Income Rounded,Column Legend,High Value Count,Purchase Freq Rounded,Purchase Frequency,Row Legend,Spending Efficiency,Spending Score,Total_Value,Transaction Amount
30,30-49,1193,Standard,Fanatic,28,10,32,46404.1078,46404.11,2,0,28,28,2,0.000226273,10.5,4077.64,145.63
30,30-49,1194,Standard,Regular,14,30,37,55885.1423,55885.14,2,0,14,14,2,0.000635231,35.5,1670.48,119.32
40,30-49,1195,Standard,Regular,18,60,40,42802.7358,42802.74,2,0,19,19,2,0.001586347,67.9,2568.8,135.2
40,30-49,1197,Potential,Regular,10,10,41,73437.1024,73437.1,,0,10,10,,0.000249193,18.3,871.9,87.19
10,18-29,1198,Standard,Fanatic,28,30,19,34385.5235,34385.52,2,0,28,28,2,0.001125474,38.7,2921.8,104.35
40,30-49,1201,Standard,Occasional,2,0,43,9333.3622,9333.36,2,0,3,3,2,0.000964283,9,222.6,74.2
40,30-49,1201,Standard,Regular,16,40,43,90798.6821,90798.68,2,0,16,16,2,0.000459258,41.7,1450.56,90.66
20,18-29,1202,Standard,Occasional,2,40,27,34018.6921,34018.69,2,0,3,3,2,0.001211099,41.2,286.41,95.47
30,30-49,1203,Platinum,Fanatic,20,90,35,84659.0928,84659.09,,1,21,21,,0.001070174,90.6,2162.16,102.96
40,30-49,1203,Standard,Regular,10,0,48,59758.2772,59758.28,2,0,10,10,2,0.000123832,7.4,1022.3,102.23
30,30-49,1204,Standard,Regular,12,60,34,31511.3038,31511.3,2,0,13,13,2,0.002196037,69.2,1428.7,109.9
50,50-64,1204,Impulsive,Occasional,8,90,51,43934.5057,43934.51,,0,8,8,,0.002191899,96.3,826.56,103.32
30,30-49,1205,Standard,Fanatic,24,20,30,59308.116,59308.12,2,0,24,24,2,0.000411411,24.4,2576.16,107.34
30,30-49,1206,Platinum,Fanatic,20,90,38,81011.6733,81011.67,,1,20,20,,0.001182546,95.8,2260.6,113.03
30,30-49,1206,Standard,Occasional,6,20,34,61965.6395,61965.64,2,0,7,7,2,0.000345353,21.4,785.33,112.19
20,18-29,1207,Standard,Regular,14,0,24,39390.1255,39390.13,2,0,14,14,2,9.39E-05,3.7,1477.42,105.53
30,30-49,1207,Standard,Occasional,2,10,31,30485.2632,30485.26,2,0,2,2,2,0.000331308,10.1,186.26,93.13
30,30-49,1207,Impulsive,Occasional,2,80,31,48482.4342,48482.43,,0,3,3,,0.001742899,84.5,252.75,84.25
30,30-49,1209,Standard,Occasional,0,40,35,47872.2623,47872.26,2,0,0,0,2,0.000985957,47.2,0,85.2
30,30-49,1209,Standard,Regular,16,20,30,52836.9905,52836.99,2,0,17,17,2,0.000476939,25.2,1644.07,96.71
30,30-49,1211,Standard,Regular,10,40,39,57416.297,57416.3,2,0,11,11,2,0.000724533,41.6,1243.44,113.04
30,30-49,1212,Standard,Regular,16,60,39,34776.2042,34776.2,2,0,17,17,2,0.001923729,66.9,1655.63,97.39
30,30-49,1213,Impulsive,Fanatic,20,90,31,56918.903,56918.9,,0,21,21,,0.001711207,97.4,2087.61,99.41
40,30-49,1215,Potential,Regular,12,10,49,77254.9602,77254.96,,0,13,13,,0.000165685,12.8,1293.63,99.51
50,50-64,1215,Impulsive,Fanatic,22,80,53,66033.7287,66033.73,,0,22,22,,0.001223617,80.8,2794.66,127.03
30,30-49,1220,Standard,Regular,12,60,31,43696.9432,43696.94,2,0,12,12,2,0.001460056,63.8,1027.8,85.65
10,18-29,1223,Standard,Fanatic,20,0,19,31712.9792,31712.98,2,0,21,21,2,0.000195504,6.2,2216.55,105.55
20,18-29,1223,Standard,Occasional,4,50,27,36938.3839,36938.38,2,0,4,4,2,0.001418579,52.4,397.96,99.49
20,18-29,1224,Standard,Fanatic,20,70,24,31824.4221,31824.42,2,0,21,21,2,0.002259271,71.9,2391.69,113.89
30,30-49,1224,Standard,Fanatic,28,40,34,69931.5006,69931.5,2,0,28,28,2,0.000619177,43.3,2902.48,103.66
40,30-49,1224,Impulsive,Regular,16,90,49,45743.8575,45743.86,,0,17,17,,0.002037432,93.2,1428.17,84.01
30,30-49,1225,Impulsive,Occasional,4,90,31,48425.558,48425.56,,0,5,5,,0.002048505,99.2,469.05,93.81
40,30-49,1225,Impulsive,Occasional,8,90,44,25610.5435,25610.54,,0,8,8,,0.003685982,94.4,811.2,101.4
30,30-49,1226,Standard,Fanatic,20,20,30,36347.249,36347.25,2,0,21,21,2,0.000778601,28.3,2088.66,99.46
30,30-49,1226,Impulsive,Fanatic,22,80,39,38534.1743,38534.17,,0,23,23,,0.002104625,81.1,1900.03,82.61
30,30-49,1226,Standard,Fanatic,28,40,35,54469.1071,54469.11,2,0,28,28,2,0.000789438,43,3557.4,127.05
50,50-64,1227,Standard,Occasional,2,70,53,60336.4228,60336.42,2,0,2,2,2,0.001267891,76.5,224.76,112.38
50,50-64,1228,Impulsive,Regular,10,90,58,41291.1199,41291.12,,0,10,10,,0.002259566,93.3,791,79.1
20,18-29,1229,Standard,Occasional,8,70,27,53241.9913,53241.99,2,0,8,8,2,0.001481913,78.9,906.48,113.31
30,30-49,1231,Standard,Occasional,0,10,31,47676.6532,47676.65,2,0,1,1,2,0.000383836,18.3,87.19,87.19
30,30-49,1232,Standard,Regular,16,50,37,97116.6393,97116.64,2,0,16,16,2,0.000581775,56.5,1296.64,81.04
30,30-49,1232,Standard,Fanatic,22,30,39,39308.2104,39308.21,2,0,22,22,2,0.000867503,34.1,2423.74,110.17
30,30-49,1232,Standard,Occasional,6,50,34,44944.1992,44944.2,2,0,7,7,2,0.001145865,51.5,642.18,91.74
20,18-29,1233,Impulsive,Occasional,0,90,25,47310.7199,47310.72,,0,1,1,,0.001972069,93.3,79.1,79.1
30,30-49,1233,Impulsive,Fanatic,22,80,39,29801.8479,29801.85,,0,22,22,,0.002966259,88.4,2547.16,115.78
30,30-49,1233,Impulsive,Fanatic,28,90,39,23175.2154,23175.22,,0,28,28,,0.004146671,96.1,2311.12,82.54
20,18-29,1234,Standard,Regular,10,10,23,51182.8206,51182.82,2,0,11,11,2,0.000298928,15.3,1175.02,106.82
20,18-29,1234,Standard,Regular,16,70,28,63954.802,63954.8,2,0,16,16,2,0.001177394,75.3,1912.32,119.52
40,30-49,1234,Standard,Occasional,4,30,48,53870.6662,53870.67,2,0,4,4,2,0.000588446,31.7,454.12,113.53
40,30-49,1234,Impulsive,Regular,16,80,43,20361.821,20361.82,,0,17,17,,0.004002589,81.5,1720.91,101.23
30,30-49,1235,Impulsive,Fanatic,20,90,33,53455.8376,53455.84,,0,20,20,,0.001722918,92.1,1341.2,67.06
30,30-49,1235,Impulsive,Regular,12,80,34,39433.409,39433.41,,0,12,12,,0.002211323,87.2,1216.8,101.4
10,18-29,1236,Impulsive,Regular,18,90,19,60419.6318,60419.63,,0,18,18,,0.001605438,97,1706.94,94.83
40,30-49,1237,Standard,Fanatic,24,40,47,42243.2851,42243.29,2,0,25,25,2,0.001155213,48.8,2193.75,87.75
20,18-29,1238,Standard,Regular,18,50,20,42621.2154,42621.22,2,0,18,18,2,0.001187202,50.6,2091.06,116.17
50,50-64,1238,Standard,Fanatic,26,30,52,42919.5882,42919.59,2,0,27,27,2,0.000904016,38.8,3199.23,118.49
20,18-29,1240,Standard,Regular,10,70,26,53204.0067,53204.01,2,0,11,11,2,0.001462296,77.8,899.03,81.73
20,18-29,1241,Standard,Fanatic,26,10,21,38296.5863,38296.59,2,0,27,27,2,0.000470016,18,1521.72,56.36
20,18-29,1242,Standard,Fanatic,20,0,26,42648.3526,42648.35,2,0,21,21,2,5.86E-05,2.5,1405.11,66.91
30,30-49,1242,Standard,Fanatic,22,60,39,46376.2482,46376.25,2,0,22,22,2,0.00137786,63.9,2680.7,121.85
20,18-29,1243,Standard,Occasional,0,50,22,49404.6192,49404.62,2,0,1,1,2,0.001099088,54.3,90.42,90.42
20,18-29,1244,Standard,Fanatic,26,10,28,50919.5602,50919.56,2,0,26,26,2,0.00027298,13.9,2642.12,101.62
30,30-49,1244,Standard,Regular,14,10,30,42521.3263,42521.33,2,0,15,15,2,0.000242231,10.3,1674.6,111.64
50,50-64,1244,Standard,Regular,14,70,50,52041.4552,52041.46,2,0,15,15,2,0.001420022,73.9,1280.55,85.37
20,18-29,1246,Standard,Regular,14,70,25,67136.114,67136.11,2,0,14,14,2,0.001069469,71.8,1690.78,120.77
30,30-49,1246,Standard,Fanatic,28,30,35,58287.642,58287.64,2,0,29,29,2,0.000645077,37.6,1992.59,68.71
40,30-49,1246,Standard,Occasional,4,40,47,62714.9223,62714.92,2,0,4,4,2,0.000672886,42.2,443.76,110.94
20,18-29,1249,Standard,Regular,12,0,27,33635.2326,33635.23,2,0,12,12,2,7.43E-05,2.5,802.92,66.91
30,30-49,1249,Standard,Fanatic,24,10,34,27440.2916,27440.29,2,0,25,25,2,0.00068148,18.7,2388.75,95.55
30,30-49,1249,Impulsive,Occasional,6,90,32,37951.4018,37951.4,,0,7,7,,0.002619139,99.4,772.87,110.41
20,18-29,1250,Standard,Occasional,2,10,27,44207.0511,44207.05,2,0,2,2,2,0.000330264,14.6,244.28,122.14
30,30-49,1250,Standard,Fanatic,22,10,33,42814.9208,42814.92,2,0,23,23,2,0.000235899,10.1,2141.99,93.13
40,30-49,1253,Standard,Fanatic,26,0,45,41819.5686,41819.57,2,0,27,27,2,0.000193689,8.1,2819.61,104.43
30,30-49,1255,Standard,Fanatic,20,70,30,26982.546,26982.55,2,0,21,21,2,0.002861109,77.2,2547.51,121.31
40,30-49,1255,Standard,Regular,18,30,44,28778.5398,28778.54,2,0,18,18,2,0.001271781,36.6,2363.22,131.29
50,50-64,1255,Standard,Regular,16,20,52,39555.0069,39555.01,2,0,16,16,2,0.000596637,23.6,1685.92,105.37
50,50-64,1255,Standard,Regular,16,20,52,39555.0069,39555.01,2,0,16,16,2,0.000596637,23.6,1685.92,105.37
20,18-29,1256,Standard,Fanatic,20,20,22,58363.7376,58363.74,2,0,21,21,2,0.000359812,21,2657.76,126.56
20,18-29,1256,Standard,Occasional,4,40,28,42136.6919,42136.69,2,0,5,5,2,0.001032354,43.5,586.1,117.22
50,50-64,1256,Standard,Fanatic,24,60,52,39644.7189,39644.72,2,0,24,24,2,0.001518487,60.2,2106.48,87.77
30,30-49,1258,Standard,Fanatic,20,70,31,55088.2898,55088.29,2,0,20,20,2,0.001448584,79.8,2344,117.2
30,30-49,1258,Standard,Regular,14,70,32,56650.4729,56650.47,2,0,15,15,2,0.001295664,73.4,1640.85,109.39
50,50-64,1260,Standard,Occasional,6,60,54,34643.6064,34643.61,2,0,7,7,2,0.001879135,65.1,603.19,86.17
40,30-49,1261,Standard,Occasional,4,30,48,66229.3091,66229.31,2,0,5,5,2,0.00048015,31.8,567.7,113.54
20,18-29,1262,Impulsive,Occasional,6,90,27,46828.1494,46828.15,,0,6,6,,0.002003069,93.8,585.36,97.56
30,30-49,1262,Standard,Occasional,6,60,36,64164.8962,64164.9,2,0,7,7,2,0.000955351,61.3,698.67,99.81
10,18-29,1264,Impulsive,Fanatic,22,80,19,64770.9825,64770.98,,0,23,23,,0.001252104,81.1,1900.03,82.61
20,18-29,1264,Potential,Regular,18,30,23,73567.0067,73567.01,,0,18,18,,0.000459445,33.8,1860.3,103.35
30,30-49,1264,Standard,Regular,16,70,35,52399.6174,52399.62,2,0,17,17,2,0.001421766,74.5,1447.04,85.12
30,30-49,1267,Standard,Regular,14,0,30,45866.8159,45866.82,2,0,15,15,2,0.00010029,4.6,1468.8,97.92
40,30-49,1268,Standard,Fanatic,20,30,42,61719.3709,61719.37,2,0,20,20,2,0.000497413,30.7,2076.8,103.84
30,30-49,1269,Standard,Occasional,8,70,30,41056.5035,41056.5,2,0,9,9,2,0.001919306,78.8,1138.5,126.5
30,30-49,1269,Impulsive,Regular,12,80,34,52140.1829,52140.18,,0,13,13,,0.001582273,82.5,943.41,72.57
20,18-29,1270,Potential,Occasional,0,0,24,76612.9367,76612.94,,0,1,1,,1.44E-05,1.1,106.17,106.17
20,18-29,1270,Impulsive,Occasional,0,80,29,45888.7619,45888.76,,0,1,1,,0.00183923,84.4,85.62,85.62
20,18-29,1270,Standard,Regular,14,40,22,36710.4005,36710.4,2,0,15,15,2,0.001127746,41.4,1365.3,91.02
40,30-49,1270,Standard,Fanatic,26,70,45,47376.9782,47376.98,2,0,26,26,2,0.001608376,76.2,2462.72,94.72
20,18-29,1271,Standard,Fanatic,22,40,29,48759.5672,48759.57,2,0,22,22,2,0.000890082,43.4,2685.76,122.08
30,30-49,1271,Standard,Regular,18,10,35,49294.0821,49294.08,2,0,19,19,2,0.000385442,19,2158.21,113.59
40,30-49,1271,Standard,Occasional,6,10,46,49140.0384,49140.04,2,0,7,7,2,0.000380545,18.7,668.85,95.55
40,30-49,1272,Standard,Fanatic,26,40,41,49196.6593,49196.66,2,0,26,26,2,0.00083339,41,2536.82,97.57
40,30-49,1276,Impulsive,Occasional,0,90,46,36385.3186,36385.32,,0,0,0,,0.002605446,94.8,0,98.08
20,18-29,1277,Standard,Fanatic,22,0,20,66044.1274,66044.13,2,0,23,23,2,5.60E-05,3.7,2427.19,105.53
30,30-49,1277,Standard,Occasional,2,20,38,33631.1621,33631.16,2,0,3,3,2,0.000802827,27,259.29,86.43
40,30-49,1277,Standard,Fanatic,22,70,47,56486.2817,56486.28,2,0,23,23,2,0.001356081,76.6,2105.19,91.53
40,30-49,1277,Potential,Regular,18,30,46,73698.5541,73698.55,,0,18,18,,0.000431487,31.8,2043.72,113.54
50,50-64,1277,Standard,Regular,14,70,53,33371.1999,33371.2,2,0,15,15,2,0.002241454,74.8,1741.8,116.12
40,30-49,1278,Impulsive,Occasional,4,80,41,45097.7249,45097.72,,0,5,5,,0.001993449,89.9,550.85,110.17
30,30-49,1279,Standard,Occasional,2,0,31,59513.2045,59513.2,2,0,3,3,2,5.71E-05,3.4,198.18,66.06
30,30-49,1281,Standard,Fanatic,22,30,32,44576.9607,44576.96,2,0,23,23,2,0.000722346,32.2,2533.22,110.14
20,18-29,1282,Potential,Occasional,6,10,26,70257.4363,70257.44,,0,7,7,,0.000251931,17.7,701.82,100.26
30,30-49,1282,Impulsive,Regular,12,90,34,57162.9962,57163,,0,12,12,,0.001604185,91.7,1107.96,92.33
30,30-49,1283,Standard,Regular,16,20,39,38481.458,38481.46,2,0,17,17,2,0.000667854,25.7,1523.03,89.59
20,18-29,1285,Standard,Fanatic,22,10,28,23401.8422,23401.84,2,0,23,23,2,0.000828995,19.4,2357.04,102.48
30,30-49,1285,Potential,Regular,16,20,34,70609.1686,70609.17,,0,16,16,,0.000307326,21.7,1600.48,100.03
30,30-49,1287,Impulsive,Occasional,8,80,32,18747.0975,18747.1,,0,8,8,,0.004384679,82.2,858.8,107.35
30,30-49,1288,Standard,Fanatic,22,70,34,46916.1129,46916.11,2,0,22,22,2,0.001568757,73.6,2389.64,108.62
40,30-49,1289,Standard,Regular,16,50,41,49375.4368,49375.44,2,0,17,17,2,0.001170623,57.8,2224.45,130.85
20,18-29,1292,Standard,Occasional,8,50,20,55590.449,55590.45,2,0,8,8,2,0.000940809,52.3,835.76,104.47
30,30-49,1292,Standard,Regular,12,20,37,49835.5235,49835.52,2,0,12,12,2,0.000505663,25.2,1160.52,96.71
30,30-49,1294,Standard,Occasional,6,10,34,60135.3169,60135.32,2,0,7,7,2,0.000191235,11.5,653.1,93.3
40,30-49,1294,Standard,Occasional,2,30,40,43111.9845,43111.98,2,0,2,2,2,0.00070746,30.5,232.02,116.01
40,30-49,1294,Standard,Regular,14,40,42,74707.7928,74707.79,2,0,14,14,2,0.000538096,40.2,1847.16,131.94
50,50-64,1294,Standard,Occasional,2,50,51,25066.4474,25066.45,2,0,2,2,2,0.002002677,50.2,214.88,107.44
40,30-49,1295,Standard,Occasional,0,40,43,45360.1954,45360.2,2,0,0,0,2,0.001027332,46.6,0,106.47
40,30-49,1296,Standard,Regular,18,70,49,43556.0369,43556.04,2,0,18,18,2,0.001648451,71.8,2173.86,120.77
30,30-49,1297,Standard,Occasional,8,40,38,61863.5071,61863.51,2,0,8,8,2,0.000804998,49.8,841.04,105.13
20,18-29,1298,Standard,Regular,10,40,24,53445.8527,53445.85,2,0,11,11,2,0.000789584,42.2,1220.34,110.94
30,30-49,1298,Standard,Regular,12,0,34,54690.2571,54690.26,2,0,13,13,2,0.000170049,9.3,1250.34,96.18
30,30-49,1300,Potential,Occasional,2,20,34,70260.6291,70260.63,,0,2,2,,0.000414172,29.1,215.52,107.76
20,18-29,1301,Impulsive,Regular,10,80,24,60165.2417,60165.24,,0,11,11,,0.001494218,89.9,1211.87,110.17
30,30-49,1301,Impulsive,Fanatic,26,80,38,53199.7719,53199.77,,0,27,27,,0.001612789,85.8,2690.28,99.64
20,18-29,1302,Impulsive,Regular,12,90,27,54081.2538,54081.25,,0,13,13,,0.00166971,90.3,1127.75,86.75
20,18-29,1302,Standard,Fanatic,26,50,23,39001.9333,39001.93,2,0,27,27,2,0.001379419,53.8,1881.63,69.69
30,30-49,1305,Standard,Occasional,4,50,34,45799.7264,45799.73,2,0,4,4,2,0.001189963,54.5,514.36,128.59
30,30-49,1306,Standard,Fanatic,26,0,36,47860.1457,47860.15,2,0,26,26,2,5.01E-05,2.4,2881.84,110.84
30,30-49,1307,Standard,Fanatic,26,10,37,68172.392,68172.39,2,0,27,27,2,0.000155488,10.6,2988.9,110.7
30,30-49,1307,Standard,Occasional,8,30,34,19848.084,19848.08,2,0,9,9,2,0.001677744,33.3,1051.56,116.84
60,50-64,1307,Standard,Fanatic,20,50,63,55294.2715,55294.27,2,0,21,21,2,0.001043508,57.7,2244.27,106.87
40,30-49,1308,Standard,Regular,14,70,41,23407.4918,23407.49,2,0,14,14,2,0.003366444,78.8,1771,126.5
30,30-49,1310,Standard,Regular,16,30,34,47896.9022,47896.9,2,0,17,17,2,0.000797546,38.2,1804.21,106.13
20,18-29,1312,Standard,Fanatic,22,10,27,41337.1463,41337.15,2,0,23,23,2,0.000423348,17.5,2901.91,126.17
30,30-49,1314,Standard,Fanatic,24,70,32,25077.1396,25077.14,2,0,25,25,2,0.002938932,73.7,2371.25,94.85
40,30-49,1314,Platinum,Regular,12,90,42,72472.9733,72472.97,,1,12,12,,0.001364647,98.9,1053.36,87.78
30,30-49,1317,Standard,Occasional,8,50,32,46878.3159,46878.32,2,0,8,8,2,0.001175384,55.1,737.52,92.19
40,30-49,1317,Standard,Fanatic,22,70,44,20583.426,20583.43,2,0,22,22,2,0.003619417,74.5,1872.64,85.12
30,30-49,1318,Potential,Fanatic,28,10,34,72223.8434,72223.84,,0,28,28,,0.000182765,13.2,2786.28,99.51
30,30-49,1318,Standard,Fanatic,28,70,34,56643.4594,56643.46,2,0,29,29,2,0.001249924,70.8,3275.26,112.94
20,18-29,1319,Standard,Regular,18,60,27,35118.6533,35118.65,2,0,18,18,2,0.001890733,66.4,2269.44,126.08
20,18-29,1320,Standard,Regular,16,10,22,24857.4312,24857.43,2,0,17,17,2,0.000510914,12.7,1684.02,99.06
40,30-49,1320,Standard,Regular,18,40,40,77480.7756,77480.78,2,0,18,18,2,0.000641449,49.7,2003.94,111.33
20,18-29,1321,Standard,Occasional,6,50,20,30711.0796,30711.08,2,0,6,6,2,0.001755067,53.9,625.44,104.24
20,18-29,1324,Standard,Fanatic,26,20,28,62597.7417,62597.74,2,0,27,27,2,0.00044091,27.6,3035.61,112.43
40,30-49,1324,Standard,Regular,14,20,48,64374.6562,64374.66,2,0,14,14,2,0.000382138,24.6,1480.78,105.77
40,30-49,1325,Potential,Fanatic,26,30,41,71352.9729,71352.97,,0,26,26,,0.000505935,36.1,2702.96,103.96
40,30-49,1325,Standard,Fanatic,28,60,45,37735.1266,37735.13,2,0,28,28,2,0.001717233,64.8,2369.92,84.64
20,18-29,1328,Standard,Fanatic,26,10,29,39035.2624,39035.26,2,0,26,26,2,0.000438065,17.1,3136.64,120.64
20,18-29,1329,Standard,Regular,12,40,26,47516.924,47516.92,2,0,12,12,2,0.000917568,43.6,1113.96,92.83
20,18-29,1329,Standard,Regular,14,70,28,43335.5036,43335.5,2,0,14,14,2,0.001730683,75,1263.22,90.23
30,30-49,1329,Standard,Occasional,4,50,33,46611.3199,46611.32,2,0,5,5,2,0.001141354,53.2,609.3,121.86
30,30-49,1329,Impulsive,Occasional,6,90,34,58292.9706,58292.97,,0,7,7,,0.001591959,92.8,607.04,86.72
40,30-49,1330,Standard,Regular,18,70,40,30559.2867,30559.29,2,0,19,19,2,0.002434612,74.4,1814.88,95.52
30,30-49,1331,Standard,Fanatic,20,0,36,35558.9565,35558.96,2,0,20,20,2,8.72E-05,3.1,2167.6,108.38
30,30-49,1331,Impulsive,Regular,14,80,35,34456.3586,34456.36,,0,14,14,,0.002582978,89,1291.64,92.26
50,50-64,1331,Standard,Fanatic,22,60,52,44232.4741,44232.47,2,0,23,23,2,0.001462726,64.7,2402.35,104.45
20,18-29,1336,Standard,Regular,14,40,25,62477.5005,62477.5,2,0,14,14,2,0.000651435,40.7,1521.8,108.7
20,18-29,1338,Standard,Fanatic,22,40,25,18116.2865,18116.29,2,0,22,22,2,0.002500512,45.3,2563.22,116.51
20,18-29,1340,Standard,Regular,10,20,25,50259.6564,50259.66,2,0,10,10,2,0.000569045,28.6,1093.1,109.31
20,18-29,1340,Standard,Regular,10,50,29,52130.2949,52130.29,2,0,10,10,2,0.001139453,59.4,1096.2,109.62
30,30-49,1340,Standard,Fanatic,24,10,32,31031.8516,31031.85,2,0,24,24,2,0.000357697,11.1,2559.36,106.64
30,30-49,1340,Platinum,Occasional,8,70,34,70471.9681,70471.97,,1,9,9,,0.001109661,78.2,768.69,85.41
30,30-49,1340,Platinum,Occasional,8,70,34,70471.9681,70471.97,,1,9,9,,0.001109661,78.2,768.69,85.41
30,30-49,1340,Impulsive,Regular,12,90,30,34989.5973,34989.6,,0,13,13,,0.002729383,95.5,1851.2,142.4
40,30-49,1341,Impulsive,Occasional,8,80,42,44620.6,44620.6,,0,9,9,,0.001878056,83.8,900.54,100.06
20,18-29,1342,Standard,Fanatic,22,20,20,41248.4203,41248.42,2,0,22,22,2,0.000555173,22.9,1812.36,82.38
10,18-29,1343,Standard,Fanatic,26,20,19,36538.3357,36538.34,2,0,27,27,2,0.000656844,24,3163.05,117.15
30,30-49,1343,Standard,Occasional,6,30,34,46752.4528,46752.45,2,0,6,6,2,0.000812792,38,713.34,118.89
30,30-49,1345,Impulsive,Occasional,4,90,34,28957.8975,28957.9,,0,4,4,,0.003152853,91.3,475.96,118.99
40,30-49,1347,Impulsive,Fanatic,24,80,41,43538.0513,43538.05,,0,24,24,,0.001938534,84.4,2054.88,85.62
40,30-49,1348,Standard,Occasional,8,10,48,68915.1349,68915.13,2,0,9,9,2,0.00027425,18.9,824.94,91.66
30,30-49,1349,Potential,Fanatic,22,30,38,74042.5041,74042.5,,0,23,23,,0.000495661,36.7,1974.55,85.85
20,18-29,1350,Potential,Regular,14,10,22,77976.7377,77976.74,,0,14,14,,0.00015261,11.9,1164.94,83.21
30,30-49,1352,Standard,Regular,16,60,34,91073.7929,91073.79,2,0,17,17,2,0.000709315,64.6,2196.23,129.19
40,30-49,1352,Standard,Occasional,0,40,43,57584.0065,57584.01,2,0,1,1,2,0.000833565,48,76.08,76.08
50,50-64,1352,Standard,Fanatic,24,0,52,55242.0541,55242.05,2,0,24,24,2,0.00016835,9.3,2308.32,96.18
30,30-49,1354,Standard,Fanatic,20,70,38,49130.5071,49130.51,2,0,20,20,2,0.001471591,72.3,1794.6,89.73
40,30-49,1355,Potential,Occasional,4,0,41,72300.9728,72300.97,,0,5,5,,9.13E-05,6.6,493.45,98.69
30,30-49,1356,Impulsive,Occasional,4,90,34,33527.4037,33527.4,,0,4,4,,0.002755955,92.4,390.6,97.65
20,18-29,1358,Standard,Fanatic,22,30,23,47742.7352,47742.74,2,0,23,23,2,0.000703772,33.6,2110.48,91.76
30,30-49,1358,Standard,Occasional,4,60,34,51630.4797,51630.48,2,0,4,4,2,0.001270567,65.6,471.52,117.88
50,50-64,1358,Standard,Fanatic,26,0,53,63935.2209,63935.22,2,0,26,26,2,6.73E-05,4.3,2751.06,105.81
10,18-29,1359,Standard,Occasional,0,30,18,45082.2658,45082.27,2,0,1,1,2,0.000836249,37.7,127,127
30,30-49,1362,Standard,Fanatic,24,20,33,27621.6137,27621.61,2,0,25,25,2,0.000814579,22.5,2445.5,97.82
10,18-29,1363,Standard,Fanatic,26,30,19,47231.7835,47231.78,2,0,26,26,2,0.000673275,31.8,2952.04,113.54
20,18-29,1364,Standard,Fanatic,24,60,22,42704.1849,42704.18,2,0,24,24,2,0.001597033,68.2,2970.48,123.77
20,18-29,1364,Standard,Fanatic,26,70,26,51554.5927,51554.59,2,0,26,26,2,0.001373302,70.8,2936.44,112.94
30,30-49,1364,Impulsive,Occasional,6,90,33,39553.24,39553.24,,0,6,6,,0.002282999,90.3,520.5,86.75
30,30-49,1364,Standard,Regular,18,70,31,34198.4926,34198.49,2,0,19,19,2,0.002333436,79.8,2226.8,117.2
40,30-49,1364,Standard,Regular,14,0,48,61365.5055,61365.51,2,0,15,15,2,0.00015481,9.5,1320.9,88.06
30,30-49,1365,Impulsive,Occasional,6,80,38,50725.3671,50725.37,,0,7,7,,0.001598806,81.1,578.27,82.61
30,30-49,1365,Standard,Occasional,8,40,31,25751.9294,25751.93,2,0,9,9,2,0.001704727,43.9,1257.93,139.77
30,30-49,1368,Standard,Fanatic,28,50,33,62640.5565,62640.56,2,0,28,28,2,0.000890797,55.8,1878.52,67.09
20,18-29,1369,Standard,Regular,18,70,29,36869.4351,36869.44,2,0,18,18,2,0.002083026,76.8,1801.08,100.06
30,30-49,1370,Standard,Regular,16,0,32,28442.7991,28442.8,2,0,16,16,2,0.000165244,4.7,1511.2,94.45
30,30-49,1370,Standard,Regular,18,0,34,60996.1737,60996.17,2,0,18,18,2,9.02E-05,5.5,1957.5,108.75
40,30-49,1371,Standard,Fanatic,22,30,44,52397.3449,52397.34,2,0,22,22,2,0.000656522,34.4,2383.7,108.35
40,30-49,1371,Standard,Occasional,8,20,43,48025.5772,48025.58,2,0,9,9,2,0.00052472,25.2,870.39,96.71
40,30-49,1372,Standard,Occasional,0,20,40,59148.85,59148.85,2,0,0,0,2,0.000382087,22.6,0,119.75
50,50-64,1372,Standard,Fanatic,28,40,58,31440.7093,31440.71,2,0,29,29,2,0.001463071,46,2512.56,86.64
30,30-49,1374,Standard,Regular,10,60,34,53414.5989,53414.6,2,0,10,10,2,0.001237489,66.1,929.3,92.93
30,30-49,1375,Standard,Regular,14,30,35,49198.8247,49198.82,2,0,15,15,2,0.000703269,34.6,1373.85,91.59
40,30-49,1375,Impulsive,Regular,14,90,43,41463.2746,41463.27,,0,14,14,,0.00218989,90.8,1359.68,97.12
30,30-49,1376,Platinum,Occasional,0,90,36,70833.2016,70833.2,,1,0,0,,0.001384944,98.1,0,103.92
30,30-49,1378,Impulsive,Occasional,4,90,31,57906.4796,57906.48,,0,4,4,,0.001633669,94.6,513.64,128.41
30,30-49,1378,Impulsive,Regular,12,80,38,62531.5729,62531.57,,0,13,13,,0.001356115,84.8,1709.76,131.52
20,18-29,1382,Impulsive,Fanatic,28,90,20,47914.0041,47914,,0,29,29,,0.002005677,96.1,2393.66,82.54
30,30-49,1382,Standard,Regular,12,50,31,59157.065,59157.07,2,0,12,12,2,0.000965227,57.1,1068.12,89.01
40,30-49,1382,Standard,Occasional,4,50,40,60834.3609,60834.36,2,0,5,5,2,0.000853136,51.9,459.5,91.9
30,30-49,1383,Standard,Fanatic,28,30,39,43207.5612,43207.56,2,0,29,29,2,0.000763755,33,2716.43,93.67
